date,location,temperature,rainfall,wind_speed
2024-03-20,Kolkata,33.8,3.5,12.8
2024-03-20,Bangalore,32.4,13.5,9.4
2024-03-20,Hyderabad,39.5,12.1,12.3
2024-03-20,Ahmedabad,30.4,0.3,6.5
2024-03-20,Pune,31.2,13.6,8.4
2024-03-20,Jaipur,39.0,9.7,10.6
2024-03-20,Surat,37.2,15.0,9.2
2024-03-21,Mumbai,30.8,6.6,12.2
2024-03-21,Delhi,35.2,15.7,5.9
2024-03-21,Chennai,39.7,12.8,9.8
2024-03-21,Kolkata,33.3,17.0,5.1
2024-03-21,Bangalore,39.3,7.9,14.4
2024-03-21,Hyderabad,30.2,13.7,10.5
2024-03-21,Ahmedabad,34.7,0.0,10.6
2024-03-21,Pune,37.9,0.8,7.7
2024-03-21,Jaipur,32.2,4.0,12.9
2024-03-21,Surat,37.6,2.3,14.9
2024-03-22,Mumbai,31.2,7.0,15.0
2024-03-22,Delhi,35.1,0.2,6.4
2024-03-22,Chennai,35.0,9.9,11.5
2024-03-22,Kolkata,30.9,1.9,7.2
2024-03-22,Bangalore,34.8,18.7,7.4
2024-03-22,Hyderabad,39.8,2.2,6.7
2024-03-22,Ahmedabad,30.7,19.8,9.5
2024-03-22,Pune,37.6,1.0,10.2
2024-03-22,Jaipur,31.2,8.9,11.6
2024-03-22,Surat,31.2,15.1,8.4
2024-03-23,Mumbai,37.7,11.5,12.7
2024-03-23,Delhi,32.1,19.8,6.3
2024-03-23,Chennai,39.0,5.3,7.2
2024-03-23,Kolkata,32.3,9.0,14.0
2024-03-23,Bangalore,30.5,19.7,14.1
2024-03-23,Hyderabad,38.8,11.0,5.4
2024-03-23,Ahmedabad,32.0,16.8,14.4
2024-03-23,Pune,38.3,9.6,8.8
2024-03-23,Jaipur,30.6,19.2,10.0
2024-03-23,Surat,37.2,6.3,14.9
2024-03-24,Mumbai,33.5,12.2,6.1
2024-03-24,Delhi,30.5,2.4,14.6
2024-03-24,Chennai,34.5,9.0,13.0
2024-03-24,Kolkata,30.8,11.4,7.1
2024-03-24,Bangalore,32.4,17.7,5.6
2024-03-24,Hyderabad,35.6,3.1,5.2
2024-03-24,Ahmedabad,31.4,9.3,8.0
2024-03-24,Pune,39.0,14.7,13.5
2024-03-24,Jaipur,34.9,17.5,11.5
2024-03-24,Surat,31.7,16.2,11.2
2024-03-25,Mumbai,36.6,10.6,8.9
2024-03-25,Delhi,39.2,4.4,6.9
2024-03-25,Chennai,34.4,15.6,5.8
2024-03-25,Kolkata,33.6,9.9,8.3
2024-03-25,Bangalore,30.5,10.6,10.3
2024-03-25,Hyderabad,39.0,7.3,12.4
2024-03-25,Ahmedabad,35.6,17.6,5.7
2024-03-25,Pune,33.5,1.1,10.4
2024-03-25,Jaipur,34.2,12.3,7.2
2024-03-25,Surat,34.5,5.1,13.9
2024-03-26,Mumbai,37.8,5.4,12.9
2024-03-26,Delhi,34.1,13.3,9.6
2024-03-26,Chennai,35.0,19.9,7.5
2024-03-26,Kolkata,36.7,3.9,14.7
2024-03-26,Bangalore,32.5,13.9,12.0
2024-03-26,Hyderabad,31.9,11.4,6.0
2024-03-26,Ahmedabad,30.3,7.1,7.0
2024-03-26,Pune,32.0,5.8,7.4
2024-03-26,Jaipur,38.5,20.0,8.1
2024-03-26,Surat,38.7,4.1,8.5
2024-03-27,Mumbai,35.3,10.6,7.9
2024-03-27,Delhi,37.0,1.5,11.8
2024-03-27,Chennai,39.1,14.5,14.0
2024-03-27,Kolkata,36.8,10.3,5.1
2024-03-27,Bangalore,36.1,12.1,9.0
2024-03-27,Hyderabad,34.2,18.4,7.7
2024-03-27,Ahmedabad,33.4,6.1,6.7
2024-03-27,Pune,38.0,16.9,7.8
2024-03-27,Jaipur,35.7,8.2,11.1
2024-03-27,Surat,30.5,17.8,8.4
2024-03-28,Mumbai,39.0,6.5,13.6
2024-03-28,Delhi,33.9,2.5,12.9
2024-03-28,Chennai,34.4,8.6,5.3
2024-03-28,Kolkata,32.8,10.7,9.7
2024-03-28,Bangalore,37.1,16.3,5.3
2024-03-28,Hyderabad,33.1,7.0,6.4
2024-03-28,Ahmedabad,34.8,4.3,6.9
2024-03-28,Pune,33.0,18.2,7.5
2024-03-28,Jaipur,34.3,19.7,9.5
2024-03-28,Surat,34.3,12.7,7.6
2024-03-29,Mumbai,34.4,9.0,14.7
2024-03-29,Delhi,31.2,13.4,7.9
2024-03-29,Chennai,31.0,7.3,8.0
2024-03-29,Kolkata,39.2,11.9,12.9
2024-03-29,Bangalore,32.8,17.4,8.6
2024-03-29,Hyderabad,37.9,7.7,8.1
2024-03-29,Ahmedabad,30.4,4.5,13.7
2024-03-29,Pune,30.7,6.5,7.5
2024-03-29,Jaipur,39.0,14.6,10.1
2024-03-29,Surat,33.5,9.2,6.5
2024-03-30,Mumbai,39.5,3.0,9.5
2024-03-30,Delhi,31.8,16.0,11.4
2024-03-30,Chennai,36.0,5.4,6.9
2024-03-30,Kolkata,38.0,13.3,8.9
2024-03-30,Bangalore,33.8,9.8,12.8
2024-03-30,Hyderabad,32.9,5.1,13.7
2024-03-30,Ahmedabad,35.5,18.0,6.5
2024-03-30,Pune,39.9,16.6,12.6
2024-03-30,Jaipur,34.2,11.1,13.6
2024-03-30,Surat,39.8,10.7,13.2
2024-03-31,Mumbai,35.4,4.1,6.5
2024-03-31,Delhi,36.2,18.5,8.1
2024-03-31,Chennai,32.0,3.4,12.8
2024-03-31,Kolkata,35.8,16.6,10.2
2024-03-31,Bangalore,37.0,4.6,9.5
2024-03-31,Hyderabad,35.4,17.9,6.8
2024-03-31,Ahmedabad,30.2,9.5,12.2
2024-03-31,Pune,34.1,4.6,9.0
2024-03-31,Jaipur,34.2,2.1,13.2
2024-03-31,Surat,39.0,5.6,14.2
2024-04-01,Mumbai,38.8,2.3,11.4
2024-04-01,Delhi,38.8,7.8,8.7
2024-04-01,Chennai,37.1,14.4,14.5
2024-04-01,Kolkata,32.3,1.9,11.8
2024-04-01,Bangalore,32.2,12.3,10.1
2024-04-01,Hyderabad,38.3,4.6,6.7
2024-04-01,Ahmedabad,38.0,3.5,13.5
2024-04-01,Pune,38.9,9.6,13.2
2024-04-01,Jaipur,32.6,0.3,7.4
2024-04-01,Surat,37.4,4.4,8.0
2024-04-02,Mumbai,34.8,19.2,6.7
2024-04-02,Delhi,35.2,18.6,7.9
2024-04-02,Chennai,35.0,12.1,7.1
2024-04-02,Kolkata,32.1,2.5,13.5
2024-04-02,Bangalore,30.5,15.3,6.3
2024-04-02,Hyderabad,31.0,10.2,9.7
2024-04-02,Ahmedabad,39.0,2.3,14.8
2024-04-02,Pune,38.7,5.8,9.2
2024-04-02,Jaipur,36.0,17.0,6.4
2024-04-02,Surat,32.4,2.1,14.2
2024-04-03,Mumbai,34.0,18.4,15.0
2024-04-03,Delhi,30.9,19.4,5.3
2024-04-03,Chennai,37.4,16.1,10.6
2024-04-03,Kolkata,37.4,9.4,13.9
2024-04-03,Bangalore,33.4,8.2,10.2
2024-04-03,Hyderabad,33.2,15.3,14.1
2024-04-03,Ahmedabad,31.1,16.7,8.2
2024-04-03,Pune,35.3,12.6,12.4
2024-04-03,Jaipur,34.8,0.4,13.8
2024-04-03,Surat,33.2,11.0,5.4
2024-04-04,Mumbai,35.6,4.5,6.9
2024-04-04,Delhi,31.8,17.7,6.8
2024-04-04,Chennai,35.2,4.1,13.5
2024-04-04,Kolkata,31.8,10.0,10.2
2024-04-04,Bangalore,37.8,12.9,8.8
2024-04-04,Hyderabad,38.8,13.2,9.3
2024-04-04,Ahmedabad,38.8,2.7,13.3
2024-04-04,Pune,39.6,7.1,10.3
2024-04-04,Jaipur,38.6,12.6,13.1
2024-04-04,Surat,36.8,1.1,8.5
2024-04-05,Mumbai,30.7,3.4,5.4
2024-04-05,Delhi,31.2,7.5,6.7
2024-04-05,Chennai,32.4,13.4,8.4
2024-04-05,Kolkata,33.5,0.7,8.2
2024-04-05,Bangalore,34.7,4.4,10.1
2024-04-05,Hyderabad,35.8,15.0,11.5
2024-04-05,Ahmedabad,33.7,8.9,12.7
2024-04-05,Pune,36.4,13.9,14.3
2024-04-05,Jaipur,31.4,12.2,11.7
2024-04-05,Surat,39.7,10.8,14.7
2024-04-06,Mumbai,36.2,15.9,5.4
2024-04-06,Delhi,37.4,8.4,12.2
2024-04-06,Chennai,35.2,16.0,10.6
2024-04-06,Kolkata,31.9,12.3,5.8
2024-04-06,Bangalore,32.7,14.4,7.5
2024-04-06,Hyderabad,32.9,1.1,8.8
2024-04-06,Ahmedabad,30.8,5.6,12.6
2024-04-06,Pune,31.7,2.3,7.5
2024-04-06,Jaipur,36.0,16.3,6.5
2024-04-06,Surat,35.2,10.1,6.3
2024-04-07,Mumbai,36.5,14.8,5.5
2024-04-07,Delhi,34.2,2.3,11.0
2024-04-07,Chennai,34.7,18.7,7.5
2024-04-07,Kolkata,34.1,17.7,7.2
2024-04-07,Bangalore,35.2,8.2,8.7
2024-04-07,Hyderabad,31.9,15.2,14.1
2024-04-07,Ahmedabad,32.9,4.5,13.2
2024-04-07,Pune,35.7,11.7,8.4
2024-04-07,Jaipur,39.2,3.1,7.3
2024-04-07,Surat,37.5,3.7,5.9
2024-04-08,Mumbai,33.8,14.3,15.0
2024-04-08,Delhi,35.9,3.5,12.0
2024-04-08,Chennai,35.1,10.1,11.4
2024-04-08,Kolkata,33.1,3.4,7.8
2024-04-08,Bangalore,39.2,10.3,10.0
2024-04-08,Hyderabad,39.1,1.3,6.9
2024-04-08,Ahmedabad,39.6,6.6,6.5
2024-04-08,Pune,36.1,3.6,14.3
2024-04-08,Jaipur,34.3,19.6,9.5
2024-04-08,Surat,34.8,13.3,14.1
2024-04-09,Mumbai,32.2,5.0,8.7
2024-04-09,Delhi,34.2,3.5,11.8
2024-04-09,Chennai,34.6,12.7,13.8
2024-04-09,Kolkata,38.2,12.1,14.8
2024-04-09,Bangalore,37.8,7.5,6.4
2024-04-09,Hyderabad,30.2,5.5,5.6
2024-04-09,Ahmedabad,35.8,16.9,6.0
2024-04-09,Pune,36.8,10.9,9.3
2024-04-09,Jaipur,34.5,2.4,8.9
2024-04-09,Surat,39.8,19.6,7.9
2024-04-10,Mumbai,32.1,18.5,11.9
2024-04-10,Delhi,30.4,16.9,13.1
2024-04-10,Chennai,36.0,7.9,13.0
2024-04-10,Kolkata,31.3,1.6,8.9
2024-04-10,Bangalore,33.0,18.3,12.0
2024-04-10,Hyderabad,31.4,6.7,7.9
2024-04-10,Ahmedabad,39.2,11.9,5.7
2024-04-10,Pune,30.2,14.0,14.2
2024-04-10,Jaipur,30.5,17.9,12.4
2024-04-10,Surat,38.6,13.1,10.1
2024-04-11,Mumbai,35.8,4.4,5.9
2024-04-11,Delhi,31.8,0.9,11.3
2024-04-11,Chennai,34.1,13.3,7.3
2024-04-11,Kolkata,34.2,13.8,11.0
2024-04-11,Bangalore,31.5,5.4,5.7
2024-04-11,Hyderabad,32.1,5.6,14.0
2024-04-11,Ahmedabad,33.9,9.2,10.3
2024-04-11,Pune,35.2,15.3,12.2
2024-04-11,Jaipur,36.6,6.8,12.2
2024-04-11,Surat,30.4,5.0,6.8
2024-04-12,Mumbai,30.7,8.8,10.2
2024-04-12,Delhi,37.0,1.7,11.5
2024-04-12,Chennai,35.8,10.1,11.5
2024-04-12,Kolkata,30.7,18.8,14.1
2024-04-12,Bangalore,37.8,1.6,7.6
2024-04-12,Hyderabad,35.4,4.6,6.2
2024-04-12,Ahmedabad,31.8,15.0,7.8
2024-04-12,Pune,36.1,9.1,14.4
2024-04-12,Jaipur,33.4,2.4,8.0
2024-04-12,Surat,30.0,8.0,10.9
2024-04-13,Mumbai,31.7,9.0,7.3
2024-04-13,Delhi,37.7,16.1,10.9
2024-04-13,Chennai,32.3,14.9,14.2
2024-04-13,Kolkata,30.5,16.7,14.4
2024-04-13,Bangalore,32.0,12.1,6.3
2024-04-13,Hyderabad,36.8,5.8,10.2
2024-04-13,Ahmedabad,38.5,8.3,12.0
2024-04-13,Pune,38.1,18.2,9.1
2024-04-13,Jaipur,34.7,13.5,5.1
2024-04-13,Surat,32.1,6.8,9.1
2024-04-14,Mumbai,31.2,18.2,12.7
2024-04-14,Delhi,39.9,11.2,9.3
2024-04-14,Chennai,32.2,2.8,6.1
2024-04-14,Kolkata,39.9,11.6,11.5
2024-04-14,Bangalore,37.3,0.3,5.5
2024-04-14,Hyderabad,31.2,15.9,12.4
2024-04-14,Ahmedabad,36.4,12.6,14.1
2024-04-14,Pune,38.1,2.9,11.1
2024-04-14,Jaipur,30.7,12.2,6.0
2024-04-14,Surat,35.0,4.3,12.0
2024-04-15,Mumbai,35.2,0.2,6.5
2024-04-15,Delhi,33.6,14.5,7.1
2024-04-15,Chennai,38.3,5.7,12.4
2024-04-15,Kolkata,32.9,4.0,6.6
2024-04-15,Bangalore,37.6,15.0,14.0
2024-04-15,Hyderabad,39.8,5.7,13.7
2024-04-15,Ahmedabad,38.1,19.7,10.4
2024-04-15,Pune,33.8,2.2,9.4
2024-04-15,Jaipur,31.7,10.1,12.8
2024-04-15,Surat,33.1,16.2,11.7
2024-04-16,Mumbai,34.2,18.7,7.5
2024-04-16,Delhi,36.5,0.6,9.1
2024-04-16,Chennai,35.3,19.6,8.2
2024-04-16,Kolkata,37.7,4.4,14.2
2024-04-16,Bangalore,39.1,5.9,14.4
2024-04-16,Hyderabad,38.5,18.7,6.1
2024-04-16,Ahmedabad,38.1,0.9,13.0
2024-04-16,Pune,33.0,14.1,12.8
2024-04-16,Jaipur,36.3,4.7,10.5
2024-04-16,Surat,33.4,8.0,14.8
2024-04-17,Mumbai,34.4,7.6,13.8
2024-04-17,Delhi,37.9,11.2,9.7
2024-04-17,Chennai,36.5,12.8,13.7
2024-04-17,Kolkata,34.0,13.6,11.7
2024-04-17,Bangalore,38.2,16.6,7.0
2024-04-17,Hyderabad,36.6,6.1,14.7
2024-04-17,Ahmedabad,39.0,12.0,13.1
2024-04-17,Pune,30.3,19.4,13.0
2024-04-17,Jaipur,39.8,9.7,10.7
2024-04-17,Surat,36.7,13.8,13.8
2024-04-18,Mumbai,37.6,14.9,5.3
2024-04-18,Delhi,32.1,3.2,6.1
2024-04-18,Chennai,30.0,17.4,8.9
2024-04-18,Kolkata,39.7,10.7,6.8
2024-04-18,Bangalore,35.3,1.3,12.9
2024-04-18,Hyderabad,33.0,11.0,12.7
2024-04-18,Ahmedabad,39.7,10.8,13.2
2024-04-18,Pune,31.6,18.7,6.9
2024-04-18,Jaipur,36.0,14.8,7.3
2024-04-18,Surat,36.6,5.7,6.6
2024-04-19,Mumbai,33.4,10.7,7.1
2024-04-19,Delhi,32.1,13.3,7.0
2024-04-19,Chennai,35.8,5.9,13.2
2024-04-19,Kolkata,37.3,13.3,10.2
2024-04-19,Bangalore,36.7,17.1,13.6
2024-04-19,Hyderabad,38.0,8.8,11.6
2024-04-19,Ahmedabad,38.5,1.1,10.1
2024-04-19,Pune,37.0,11.6,8.9
2024-04-19,Jaipur,37.5,4.2,5.3
2024-04-19,Surat,37.6,7.7,7.7
2024-04-20,Mumbai,38.9,9.8,13.7
2024-04-20,Delhi,32.1,6.5,5.4
2024-04-20,Chennai,37.2,7.1,9.6
2024-04-20,Kolkata,35.6,18.8,5.4
2024-04-20,Bangalore,39.3,10.4,10.3
2024-04-20,Hyderabad,32.2,5.0,8.9
2024-04-20,Ahmedabad,36.3,13.0,6.9
2024-04-20,Pune,37.6,16.8,9.3
2024-04-20,Jaipur,30.5,18.2,11.3
2024-04-20,Surat,32.7,15.9,9.9
2024-04-21,Mumbai,37.7,17.6,9.9
2024-04-21,Delhi,35.9,7.4,10.7
2024-04-21,Chennai,38.8,14.5,8.0
2024-04-21,Kolkata,36.3,10.5,14.6
2024-04-21,Bangalore,31.6,12.7,7.2
2024-04-21,Hyderabad,36.1,15.9,12.8
2024-04-21,Ahmedabad,36.4,14.3,9.9
2024-04-21,Pune,30.7,6.5,9.9
2024-04-21,Jaipur,38.9,0.7,14.2
2024-04-21,Surat,32.9,4.7,9.8
2024-04-22,Mumbai,36.2,5.0,14.3
2024-04-22,Delhi,32.4,13.3,8.9
2024-04-22,Chennai,37.0,3.2,8.3
2024-04-22,Kolkata,36.2,4.4,9.8
2024-04-22,Bangalore,35.7,3.3,11.4
2024-04-22,Hyderabad,37.3,4.8,15.0
2024-04-22,Ahmedabad,35.1,2.9,13.1
2024-04-22,Pune,38.1,15.9,11.8
2024-04-22,Jaipur,33.3,5.5,7.8
2024-04-22,Surat,34.0,17.5,6.3
2024-04-23,Mumbai,34.2,11.0,8.8
2024-04-23,Delhi,34.1,1.9,14.0
2024-04-23,Chennai,30.8,5.3,6.7
2024-04-23,Kolkata,38.0,1.4,14.0
2024-04-23,Bangalore,30.9,11.9,9.6
2024-04-23,Hyderabad,34.4,2.6,8.4
2024-04-23,Ahmedabad,31.3,11.1,9.1
2024-04-23,Pune,33.7,18.8,9.5
2024-04-23,Jaipur,35.1,11.8,14.4
2024-04-23,Surat,35.2,11.8,13.0
2024-04-24,Mumbai,38.9,6.9,7.5
2024-04-24,Delhi,34.7,14.7,5.3
2024-04-24,Chennai,32.8,2.1,9.6
2024-04-24,Kolkata,39.7,13.1,11.3
2024-04-24,Bangalore,33.4,15.2,7.7
2024-04-24,Hyderabad,35.0,19.0,14.5
2024-04-24,Ahmedabad,30.4,18.7,12.6
2024-04-24,Pune,39.4,4.7,12.7
2024-04-24,Jaipur,36.4,14.4,10.9
2024-04-24,Surat,39.9,9.0,9.0
2024-04-25,Mumbai,30.0,3.0,10.3
2024-04-25,Delhi,35.5,1.9,14.7
2024-04-25,Chennai,31.1,12.7,15.0
2024-04-25,Kolkata,32.8,4.9,6.5
2024-04-25,Bangalore,37.3,6.1,6.5
2024-04-25,Hyderabad,33.9,6.7,5.9
2024-04-25,Ahmedabad,35.3,7.3,15.0
2024-04-25,Pune,36.8,4.5,8.0
2024-04-25,Jaipur,38.0,8.7,6.6
2024-04-25,Surat,30.0,18.8,7.9
2024-04-26,Mumbai,37.4,8.3,12.8
2024-04-26,Delhi,33.2,11.0,5.1
2024-04-26,Chennai,32.3,6.0,10.7
2024-04-26,Kolkata,37.1,5.5,13.9
2024-04-26,Bangalore,34.9,15.2,5.0
2024-04-26,Hyderabad,38.9,3.8,13.5
2024-04-26,Ahmedabad,36.9,13.5,6.1
2024-04-26,Pune,34.2,14.8,9.5
2024-04-26,Jaipur,33.6,3.5,11.7
2024-04-26,Surat,39.8,9.1,6.1
2024-04-27,Mumbai,36.4,11.0,7.8
2024-04-27,Delhi,39.2,14.3,9.2
2024-04-27,Chennai,37.0,5.5,6.9
2024-04-27,Kolkata,39.7,8.3,10.0
2024-04-27,Bangalore,39.8,9.3,11.5
2024-04-27,Hyderabad,36.3,8.4,13.3
2024-04-27,Ahmedabad,34.2,6.1,10.2
2024-04-27,Pune,33.0,10.0,11.7
2024-04-27,Jaipur,30.5,18.4,5.9
2024-04-27,Surat,37.7,11.9,10.1
2024-04-28,Mumbai,34.3,16.2,8.4
2024-04-28,Delhi,31.9,19.6,8.6
2024-04-28,Chennai,35.7,14.0,8.3
2024-04-28,Kolkata,32.8,5.8,9.8
2024-04-28,Bangalore,32.8,13.9,10.0
2024-04-28,Hyderabad,32.3,13.0,10.9
2024-04-28,Ahmedabad,30.5,10.2,11.5
2024-04-28,Pune,36.9,12.2,14.1
2024-04-28,Jaipur,38.2,16.2,5.2
2024-04-28,Surat,32.2,10.4,10.9
2024-04-29,Mumbai,35.2,5.7,6.4
2024-04-29,Delhi,37.1,18.7,6.9
2024-04-29,Chennai,35.1,18.6,13.6
2024-04-29,Kolkata,30.7,18.0,7.1
2024-04-29,Bangalore,39.2,17.0,9.4
2024-04-29,Hyderabad,36.4,19.3,6.7
2024-04-29,Ahmedabad,33.1,15.8,12.3
2024-04-29,Pune,38.7,8.7,12.3
2024-04-29,Jaipur,34.9,13.3,8.5
2024-04-29,Surat,38.4,7.2,9.2
2024-04-30,Mumbai,31.9,13.9,13.4
2024-04-30,Delhi,32.0,15.9,11.8
2024-04-30,Chennai,31.2,0.3,13.6
2024-04-30,Kolkata,39.4,6.4,14.4
2024-04-30,Bangalore,39.7,10.2,11.5
2024-04-30,Hyderabad,36.6,6.3,8.9
2024-04-30,Ahmedabad,37.4,17.2,8.4
2024-04-30,Pune,32.4,4.1,7.9
2024-04-30,Jaipur,34.9,12.5,14.7
2024-04-30,Surat,35.0,18.3,12.6
2024-05-01,Mumbai,32.7,9.8,12.3
2024-05-01,Delhi,31.4,14.4,7.4
2024-05-01,Chennai,37.1,14.1,12.8
2024-05-01,Kolkata,31.5,4.4,5.5
2024-05-01,Bangalore,32.2,5.3,8.4
2024-05-01,Hyderabad,33.0,17.9,8.2
2024-05-01,Ahmedabad,36.9,3.5,8.4
2024-05-01,Pune,36.5,16.0,14.8
2024-05-01,Jaipur,33.4,19.7,14.8
2024-05-01,Surat,31.7,13.4,8.8
2024-05-02,Mumbai,36.9,12.6,12.8
2024-05-02,Delhi,30.4,5.4,8.2
2024-05-02,Chennai,31.8,11.5,8.2
2024-05-02,Kolkata,39.9,2.7,9.9
2024-05-02,Bangalore,31.3,2.6,12.6
2024-05-02,Hyderabad,36.4,12.2,14.9
2024-05-02,Ahmedabad,34.8,6.6,10.3
2024-05-02,Pune,37.5,10.4,6.3
2024-05-02,Jaipur,37.4,4.3,9.7
2024-05-02,Surat,36.5,5.4,14.4
2024-05-03,Mumbai,37.9,6.3,8.4
2024-05-03,Delhi,39.6,12.5,6.1
2024-05-03,Chennai,35.1,0.0,14.2
2024-05-03,Kolkata,30.5,17.3,9.4
2024-05-03,Bangalore,30.0,6.0,14.5
2024-05-03,Hyderabad,33.9,17.8,9.8
2024-05-03,Ahmedabad,35.4,4.6,5.2
2024-05-03,Pune,31.6,8.2,14.0
2024-05-03,Jaipur,39.2,6.8,9.5
2024-05-03,Surat,37.7,1.8,12.2
2024-05-04,Mumbai,38.4,8.1,14.5
2024-05-04,Delhi,35.1,5.9,7.7
2024-05-04,Chennai,32.0,0.4,13.0
2024-05-04,Kolkata,32.1,3.4,9.2
2024-05-04,Bangalore,38.5,14.8,6.6
2024-05-04,Hyderabad,39.0,7.8,14.7
2024-05-04,Ahmedabad,34.7,14.5,14.0
2024-05-04,Pune,33.0,14.5,13.0
2024-05-04,Jaipur,31.3,12.7,14.3
2024-05-04,Surat,36.9,15.4,5.3
2024-05-05,Mumbai,35.8,10.5,6.6
2024-05-05,Delhi,36.9,3.8,11.9
2024-05-05,Chennai,39.6,13.4,12.6
2024-05-05,Kolkata,34.3,15.8,14.6
2024-05-05,Bangalore,30.9,10.9,8.7
2024-05-05,Hyderabad,34.5,8.1,9.2
2024-05-05,Ahmedabad,36.2,17.7,9.5
2024-05-05,Pune,31.3,1.4,6.8
2024-05-05,Jaipur,37.3,13.2,7.3
2024-05-05,Surat,38.6,6.4,12.9
2024-05-06,Mumbai,30.9,2.5,7.1
2024-05-06,Delhi,31.6,0.6,7.5
2024-05-06,Chennai,31.3,9.3,5.9
2024-05-06,Kolkata,36.3,14.0,13.8
2024-05-06,Bangalore,30.1,8.1,10.1
2024-05-06,Hyderabad,35.7,2.5,7.4
2024-05-06,Ahmedabad,31.6,14.1,7.0
2024-05-06,Pune,33.6,2.4,8.7
2024-05-06,Jaipur,37.6,3.3,7.0
2024-05-06,Surat,37.2,2.6,9.9
2024-05-07,Mumbai,36.6,18.1,7.6
2024-05-07,Delhi,32.8,11.7,10.4
2024-05-07,Chennai,37.3,9.1,14.5
2024-05-07,Kolkata,36.8,14.6,12.9
2024-05-07,Bangalore,39.4,10.1,14.2
2024-05-07,Hyderabad,34.2,17.3,7.7
2024-05-07,Ahmedabad,33.8,14.3,5.4
2024-05-07,Pune,30.5,14.0,8.3
2024-05-07,Jaipur,33.2,12.5,13.9
2024-05-07,Surat,32.0,18.8,14.4
2024-05-08,Mumbai,32.0,13.5,8.9
2024-05-08,Delhi,34.0,14.9,7.6
2024-05-08,Chennai,34.0,0.9,5.4
2024-05-08,Kolkata,34.7,9.4,11.8
2024-05-08,Bangalore,37.6,17.5,6.1
2024-05-08,Hyderabad,38.9,0.0,5.8
2024-05-08,Ahmedabad,31.8,19.9,11.5
2024-05-08,Pune,39.4,3.0,13.5
2024-05-08,Jaipur,30.1,2.0,7.2
2024-05-08,Surat,36.5,1.2,8.9
2024-05-09,Mumbai,38.8,10.1,7.7
2024-05-09,Delhi,34.0,15.1,7.2
2024-05-09,Chennai,34.5,18.0,14.3
2024-05-09,Kolkata,30.3,6.6,9.1
2024-05-09,Bangalore,36.9,1.5,7.4
2024-05-09,Hyderabad,39.4,16.4,5.3
2024-05-09,Ahmedabad,34.6,2.9,7.7
2024-05-09,Pune,38.0,2.2,9.2
2024-05-09,Jaipur,35.2,12.7,10.3
2024-05-09,Surat,31.1,3.0,7.0
2024-05-10,Mumbai,30.8,1.5,6.1
2024-05-10,Delhi,34.0,6.3,7.0
2024-05-10,Chennai,37.0,2.8,12.0
2024-05-10,Kolkata,33.8,13.4,8.1
2024-05-10,Bangalore,30.5,12.6,12.3
2024-05-10,Hyderabad,38.8,14.4,13.2
2024-05-10,Ahmedabad,36.9,6.4,11.5
2024-05-10,Pune,33.1,12.2,11.7
2024-05-10,Jaipur,33.4,5.1,8.4
2024-05-10,Surat,37.4,18.6,7.8
2024-05-11,Mumbai,32.5,16.9,9.4
2024-05-11,Delhi,30.7,2.5,8.3
2024-05-11,Chennai,37.7,0.5,14.7
2024-05-11,Kolkata,31.0,6.1,6.4
2024-05-11,Bangalore,34.0,17.3,13.0
2024-05-11,Hyderabad,37.8,10.8,11.1
2024-05-11,Ahmedabad,33.9,3.1,10.3
2024-05-11,Pune,32.1,0.1,5.7
2024-05-11,Jaipur,38.3,6.7,9.8
2024-05-11,Surat,37.8,7.5,12.1
2024-05-12,Mumbai,36.4,8.1,13.0
2024-05-12,Delhi,33.6,0.6,9.0
2024-05-12,Chennai,38.6,18.6,15.0
2024-05-12,Kolkata,38.1,6.2,9.1
2024-05-12,Bangalore,36.3,15.1,13.7
2024-05-12,Hyderabad,32.8,3.5,7.5
2024-05-12,Ahmedabad,39.4,1.8,9.0
2024-05-12,Pune,30.8,17.6,13.1
2024-05-12,Jaipur,35.2,11.7,12.5
2024-05-12,Surat,36.7,1.6,7.0
2024-05-13,Mumbai,33.2,2.1,12.8
2024-05-13,Delhi,30.4,15.6,7.4
2024-05-13,Chennai,37.4,10.4,13.5
2024-05-13,Kolkata,34.7,0.6,5.3
2024-05-13,Bangalore,35.7,13.8,14.7
2024-05-13,Hyderabad,31.6,1.9,10.0
2024-05-13,Ahmedabad,36.1,13.8,12.2
2024-05-13,Pune,34.2,15.7,14.2
2024-05-13,Jaipur,35.7,12.1,11.8
2024-05-13,Surat,38.5,6.5,5.7
2024-05-14,Mumbai,31.3,13.1,9.6
2024-05-14,Delhi,31.2,0.6,13.7
2024-05-14,Chennai,35.1,0.2,8.6
2024-05-14,Kolkata,39.8,16.3,14.0
2024-05-14,Bangalore,37.3,16.2,14.4
2024-05-14,Hyderabad,36.6,4.2,7.1
2024-05-14,Ahmedabad,39.0,15.1,7.0
2024-05-14,Pune,33.0,14.6,14.9
2024-05-14,Jaipur,33.5,17.9,10.5
2024-05-14,Surat,31.3,4.8,14.8
2024-05-15,Mumbai,35.2,19.7,10.6
2024-05-15,Delhi,31.8,10.1,12.2
2024-05-15,Chennai,35.0,3.6,8.3
2024-05-15,Kolkata,38.3,12.5,5.7
2024-05-15,Bangalore,38.8,3.5,5.1
2024-05-15,Hyderabad,36.8,9.0,7.4
2024-05-15,Ahmedabad,36.4,12.2,6.7
2024-05-15,Pune,32.7,1.9,6.1
